,data,epsp,config/sec,config/weight,config/saveFolder,config/simLabel
0,"epsp      0.101356
sec         apic_0
loc            0.5
weight      0.0001
dtype: object",0.10135559350020101,apic_0,0.0001,./grid_batch,grid_search_00000
1,"epsp      0.096081
sec         apic_1
loc            0.5
weight      0.0001
dtype: object",0.09608101780789001,apic_1,0.0001,./grid_batch,grid_search_00001
2,"epsp      0.07808
sec       apic_10
loc           0.5
weight     0.0001
dtype: object",0.078079560072524,apic_10,0.0001,./grid_batch,grid_search_00002
3,"epsp      0.010043
sec       apic_100
loc            0.5
weight      0.0001
dtype: object",0.010042918157992001,apic_100,0.0001,./grid_batch,grid_search_00003
4,"epsp      0.009263
sec       apic_101
loc            0.5
weight      0.0001
dtype: object",0.009262610596124,apic_101,0.0001,./grid_batch,grid_search_00004
5,"epsp      0.009263
sec       apic_102
loc            0.5
weight      0.0001
dtype: object",0.009262609359595001,apic_102,0.0001,./grid_batch,grid_search_00005
6,"epsp      0.012726
sec       apic_103
loc            0.5
weight      0.0001
dtype: object",0.012725562735425001,apic_103,0.0001,./grid_batch,grid_search_00006
7,"epsp      0.013208
sec       apic_104
loc            0.5
weight      0.0001
dtype: object",0.013208407136914001,apic_104,0.0001,./grid_batch,grid_search_00007
8,"epsp      0.012948
sec       apic_105
loc            0.5
weight      0.0001
dtype: object",0.012947692766204002,apic_105,0.0001,./grid_batch,grid_search_00008
9,"epsp      0.012384
sec       apic_106
loc            0.5
weight      0.0001
dtype: object",0.012383953523084001,apic_106,0.0001,./grid_batch,grid_search_00009
10,"epsp      0.009025
sec       apic_107
loc            0.5
weight      0.0001
dtype: object",0.009025416984073002,apic_107,0.0001,./grid_batch,grid_search_00010
11,"epsp      0.005941
sec       apic_108
loc            0.5
weight      0.0001
dtype: object",0.0059406309115810005,apic_108,0.0001,./grid_batch,grid_search_00011
12,"epsp      0.005683
sec       apic_109
loc            0.5
weight      0.0001
dtype: object",0.005682601795044,apic_109,0.0001,./grid_batch,grid_search_00012
13,"epsp      0.078123
sec        apic_11
loc            0.5
weight      0.0001
dtype: object",0.07812254972391401,apic_11,0.0001,./grid_batch,grid_search_00013
14,"epsp      0.005683
sec       apic_110
loc            0.5
weight      0.0001
dtype: object",0.005682602896115,apic_110,0.0001,./grid_batch,grid_search_00014
15,"epsp      0.006015
sec       apic_111
loc            0.5
weight      0.0001
dtype: object",0.006015491868097,apic_111,0.0001,./grid_batch,grid_search_00015
16,"epsp       0.01293
sec       apic_112
loc            0.5
weight      0.0001
dtype: object",0.012929894287609002,apic_112,0.0001,./grid_batch,grid_search_00016
17,"epsp      0.078449
sec       apic_113
loc            0.5
weight      0.0001
dtype: object",0.07844902122224001,apic_113,0.0001,./grid_batch,grid_search_00017
18,"epsp      0.096084
sec       apic_114
loc            0.5
weight      0.0001
dtype: object",0.09608402660843701,apic_114,0.0001,./grid_batch,grid_search_00018
19,"epsp      0.093831
sec       apic_115
loc            0.5
weight      0.0001
dtype: object",0.093831255959386,apic_115,0.0001,./grid_batch,grid_search_00019
20,"epsp      0.093458
sec       apic_116
loc            0.5
weight      0.0001
dtype: object",0.093458184720091,apic_116,0.0001,./grid_batch,grid_search_00020
21,"epsp      0.092717
sec       apic_117
loc            0.5
weight      0.0001
dtype: object",0.09271683503563101,apic_117,0.0001,./grid_batch,grid_search_00021
22,"epsp      0.089022
sec       apic_118
loc            0.5
weight      0.0001
dtype: object",0.08902162173653401,apic_118,0.0001,./grid_batch,grid_search_00022
23,"epsp      0.088269
sec       apic_119
loc            0.5
weight      0.0001
dtype: object",0.088269484133618,apic_119,0.0001,./grid_batch,grid_search_00023
24,"epsp      0.081149
sec        apic_12
loc            0.5
weight      0.0001
dtype: object",0.08114892335960601,apic_12,0.0001,./grid_batch,grid_search_00024
25,"epsp      0.090028
sec       apic_120
loc            0.5
weight      0.0001
dtype: object",0.090028199805729,apic_120,0.0001,./grid_batch,grid_search_00025
26,"epsp      0.090937
sec       apic_121
loc            0.5
weight      0.0001
dtype: object",0.090936518106474,apic_121,0.0001,./grid_batch,grid_search_00026
27,"epsp      0.093044
sec       apic_122
loc            0.5
weight      0.0001
dtype: object",0.093044254416611,apic_122,0.0001,./grid_batch,grid_search_00027
28,"epsp      0.07896
sec       apic_13
loc           0.5
weight     0.0001
dtype: object",0.07896010774581401,apic_13,0.0001,./grid_batch,grid_search_00028
29,"epsp      0.079488
sec        apic_14
loc            0.5
weight      0.0001
dtype: object",0.079487850288032,apic_14,0.0001,./grid_batch,grid_search_00029
30,"epsp      0.07768
sec       apic_15
loc           0.5
weight     0.0001
dtype: object",0.077679620534937,apic_15,0.0001,./grid_batch,grid_search_00030
31,"epsp      0.078871
sec        apic_16
loc            0.5
weight      0.0001
dtype: object",0.078871277839098,apic_16,0.0001,./grid_batch,grid_search_00031
32,"epsp      0.082374
sec        apic_17
loc            0.5
weight      0.0001
dtype: object",0.082373823752206,apic_17,0.0001,./grid_batch,grid_search_00032
33,"epsp      0.07491
sec       apic_18
loc           0.5
weight     0.0001
dtype: object",0.074909824953934,apic_18,0.0001,./grid_batch,grid_search_00033
34,"epsp      0.070146
sec        apic_19
loc            0.5
weight      0.0001
dtype: object",0.070145566923429,apic_19,0.0001,./grid_batch,grid_search_00034
35,"epsp      0.088489
sec         apic_2
loc            0.5
weight      0.0001
dtype: object",0.088488903855406,apic_2,0.0001,./grid_batch,grid_search_00035
36,"epsp      0.069571
sec        apic_20
loc            0.5
weight      0.0001
dtype: object",0.069571070727832,apic_20,0.0001,./grid_batch,grid_search_00036
37,"epsp      0.068393
sec        apic_21
loc            0.5
weight      0.0001
dtype: object",0.068393221735135,apic_21,0.0001,./grid_batch,grid_search_00037
38,"epsp      0.064142
sec        apic_22
loc            0.5
weight      0.0001
dtype: object",0.06414179414944901,apic_22,0.0001,./grid_batch,grid_search_00038
39,"epsp      0.065432
sec        apic_23
loc            0.5
weight      0.0001
dtype: object",0.06543175289007701,apic_23,0.0001,./grid_batch,grid_search_00039
40,"epsp      0.06908
sec       apic_24
loc           0.5
weight     0.0001
dtype: object",0.069079713527088,apic_24,0.0001,./grid_batch,grid_search_00040
41,"epsp      0.066985
sec        apic_25
loc            0.5
weight      0.0001
dtype: object",0.066984754859973,apic_25,0.0001,./grid_batch,grid_search_00041
42,"epsp      0.066405
sec        apic_26
loc            0.5
weight      0.0001
dtype: object",0.066405101203258,apic_26,0.0001,./grid_batch,grid_search_00042
43,"epsp      0.069094
sec        apic_27
loc            0.5
weight      0.0001
dtype: object",0.06909446410169501,apic_27,0.0001,./grid_batch,grid_search_00043
44,"epsp      0.067047
sec        apic_28
loc            0.5
weight      0.0001
dtype: object",0.06704684723712201,apic_28,0.0001,./grid_batch,grid_search_00044
45,"epsp      0.067083
sec        apic_29
loc            0.5
weight      0.0001
dtype: object",0.06708345091966801,apic_29,0.0001,./grid_batch,grid_search_00045
46,"epsp      0.09109
sec        apic_3
loc           0.5
weight     0.0001
dtype: object",0.091090398507446,apic_3,0.0001,./grid_batch,grid_search_00046
47,"epsp      0.068206
sec        apic_30
loc            0.5
weight      0.0001
dtype: object",0.068206058833013,apic_30,0.0001,./grid_batch,grid_search_00047
48,"epsp      0.065118
sec        apic_31
loc            0.5
weight      0.0001
dtype: object",0.065117516809735,apic_31,0.0001,./grid_batch,grid_search_00048
49,"epsp      0.063446
sec        apic_32
loc            0.5
weight      0.0001
dtype: object",0.063446066994799,apic_32,0.0001,./grid_batch,grid_search_00049
50,"epsp      0.062763
sec        apic_33
loc            0.5
weight      0.0001
dtype: object",0.06276330534305401,apic_33,0.0001,./grid_batch,grid_search_00050
51,"epsp      0.062962
sec        apic_34
loc            0.5
weight      0.0001
dtype: object",0.062961765002071,apic_34,0.0001,./grid_batch,grid_search_00051
52,"epsp      0.058335
sec        apic_35
loc            0.5
weight      0.0001
dtype: object",0.058334609568333,apic_35,0.0001,./grid_batch,grid_search_00052
53,"epsp      0.058474
sec        apic_36
loc            0.5
weight      0.0001
dtype: object",0.058473786033800004,apic_36,0.0001,./grid_batch,grid_search_00053
54,"epsp      0.053769
sec        apic_37
loc            0.5
weight      0.0001
dtype: object",0.053768997992065005,apic_37,0.0001,./grid_batch,grid_search_00054
55,"epsp      0.055667
sec        apic_38
loc            0.5
weight      0.0001
dtype: object",0.055666890685799005,apic_38,0.0001,./grid_batch,grid_search_00055
56,"epsp      0.053142
sec        apic_39
loc            0.5
weight      0.0001
dtype: object",0.053142366911515006,apic_39,0.0001,./grid_batch,grid_search_00056
57,"epsp      0.083234
sec         apic_4
loc            0.5
weight      0.0001
dtype: object",0.08323406891985001,apic_4,0.0001,./grid_batch,grid_search_00057
58,"epsp      0.054639
sec        apic_40
loc            0.5
weight      0.0001
dtype: object",0.054638850091137,apic_40,0.0001,./grid_batch,grid_search_00058
59,"epsp      0.053681
sec        apic_41
loc            0.5
weight      0.0001
dtype: object",0.053681451308435005,apic_41,0.0001,./grid_batch,grid_search_00059
60,"epsp      0.05296
sec       apic_42
loc           0.5
weight     0.0001
dtype: object",0.052959697028299,apic_42,0.0001,./grid_batch,grid_search_00060
61,"epsp      0.04952
sec       apic_43
loc           0.5
weight     0.0001
dtype: object",0.04952036989556,apic_43,0.0001,./grid_batch,grid_search_00061
62,"epsp      0.047014
sec        apic_44
loc            0.5
weight      0.0001
dtype: object",0.047014446741798006,apic_44,0.0001,./grid_batch,grid_search_00062
63,"epsp      0.047014
sec        apic_45
loc            0.5
weight      0.0001
dtype: object",0.047014444378646006,apic_45,0.0001,./grid_batch,grid_search_00063
64,"epsp      0.048353
sec        apic_46
loc            0.5
weight      0.0001
dtype: object",0.048352882498733006,apic_46,0.0001,./grid_batch,grid_search_00064
65,"epsp      0.050762
sec        apic_47
loc            0.5
weight      0.0001
dtype: object",0.050762300334881,apic_47,0.0001,./grid_batch,grid_search_00065
66,"epsp      0.043868
sec        apic_48
loc            0.5
weight      0.0001
dtype: object",0.043867760507325,apic_48,0.0001,./grid_batch,grid_search_00066
67,"epsp      0.038135
sec        apic_49
loc            0.5
weight      0.0001
dtype: object",0.038135131056449,apic_49,0.0001,./grid_batch,grid_search_00067
68,"epsp      0.086995
sec         apic_5
loc            0.5
weight      0.0001
dtype: object",0.08699483004413301,apic_5,0.0001,./grid_batch,grid_search_00068
69,"epsp      0.038135
sec        apic_50
loc            0.5
weight      0.0001
dtype: object",0.038135138701605,apic_50,0.0001,./grid_batch,grid_search_00069
70,"epsp      0.041834
sec        apic_51
loc            0.5
weight      0.0001
dtype: object",0.04183368915839401,apic_51,0.0001,./grid_batch,grid_search_00070
71,"epsp      0.05315
sec       apic_52
loc           0.5
weight     0.0001
dtype: object",0.053150142252135005,apic_52,0.0001,./grid_batch,grid_search_00071
72,"epsp      0.051236
sec        apic_53
loc            0.5
weight      0.0001
dtype: object",0.051235970474536006,apic_53,0.0001,./grid_batch,grid_search_00072
73,"epsp      0.050351
sec        apic_54
loc            0.5
weight      0.0001
dtype: object",0.050350530894561006,apic_54,0.0001,./grid_batch,grid_search_00073
74,"epsp      0.047526
sec        apic_55
loc            0.5
weight      0.0001
dtype: object",0.04752578192685,apic_55,0.0001,./grid_batch,grid_search_00074
75,"epsp      0.046298
sec        apic_56
loc            0.5
weight      0.0001
dtype: object",0.04629787326067,apic_56,0.0001,./grid_batch,grid_search_00075
76,"epsp      0.044031
sec        apic_57
loc            0.5
weight      0.0001
dtype: object",0.044030561599754006,apic_57,0.0001,./grid_batch,grid_search_00076
77,"epsp      0.04426
sec       apic_58
loc           0.5
weight     0.0001
dtype: object",0.04425982452318,apic_58,0.0001,./grid_batch,grid_search_00077
78,"epsp      0.045985
sec        apic_59
loc            0.5
weight      0.0001
dtype: object",0.045985337087714004,apic_59,0.0001,./grid_batch,grid_search_00078
79,"epsp      0.084211
sec         apic_6
loc            0.5
weight      0.0001
dtype: object",0.08421075133769301,apic_6,0.0001,./grid_batch,grid_search_00079
80,"epsp      0.044201
sec        apic_60
loc            0.5
weight      0.0001
dtype: object",0.044201071982485005,apic_60,0.0001,./grid_batch,grid_search_00080
81,"epsp      0.044707
sec        apic_61
loc            0.5
weight      0.0001
dtype: object",0.044706771018667005,apic_61,0.0001,./grid_batch,grid_search_00081
82,"epsp      0.043891
sec        apic_62
loc            0.5
weight      0.0001
dtype: object",0.043891354735990006,apic_62,0.0001,./grid_batch,grid_search_00082
83,"epsp      0.043891
sec        apic_63
loc            0.5
weight      0.0001
dtype: object",0.043891354627504,apic_63,0.0001,./grid_batch,grid_search_00083
84,"epsp      0.047039
sec        apic_64
loc            0.5
weight      0.0001
dtype: object",0.04703897783601001,apic_64,0.0001,./grid_batch,grid_search_00084
85,"epsp      0.044293
sec        apic_65
loc            0.5
weight      0.0001
dtype: object",0.044292635838488005,apic_65,0.0001,./grid_batch,grid_search_00085
86,"epsp      0.031638
sec        apic_66
loc            0.5
weight      0.0001
dtype: object",0.031638411232492,apic_66,0.0001,./grid_batch,grid_search_00086
87,"epsp      0.019356
sec        apic_67
loc            0.5
weight      0.0001
dtype: object",0.019355732839727,apic_67,0.0001,./grid_batch,grid_search_00087
88,"epsp      0.013509
sec        apic_68
loc            0.5
weight      0.0001
dtype: object",0.013508624764057,apic_68,0.0001,./grid_batch,grid_search_00088
89,"epsp      0.01808
sec       apic_69
loc           0.5
weight     0.0001
dtype: object",0.018080187611218,apic_69,0.0001,./grid_batch,grid_search_00089
90,"epsp      0.081953
sec         apic_7
loc            0.5
weight      0.0001
dtype: object",0.08195292703572901,apic_7,0.0001,./grid_batch,grid_search_00090
91,"epsp      0.016654
sec        apic_70
loc            0.5
weight      0.0001
dtype: object",0.016653717259288003,apic_70,0.0001,./grid_batch,grid_search_00091
92,"epsp      0.013515
sec        apic_71
loc            0.5
weight      0.0001
dtype: object",0.013514977307323001,apic_71,0.0001,./grid_batch,grid_search_00092
93,"epsp      0.011842
sec        apic_72
loc            0.5
weight      0.0001
dtype: object",0.011841926701052,apic_72,0.0001,./grid_batch,grid_search_00093
94,"epsp      0.010153
sec        apic_73
loc            0.5
weight      0.0001
dtype: object",0.010152927495056,apic_73,0.0001,./grid_batch,grid_search_00094
95,"epsp      0.010868
sec        apic_74
loc            0.5
weight      0.0001
dtype: object",0.010868273973443001,apic_74,0.0001,./grid_batch,grid_search_00095
96,"epsp      0.011507
sec        apic_75
loc            0.5
weight      0.0001
dtype: object",0.01150721124091,apic_75,0.0001,./grid_batch,grid_search_00096
97,"epsp      0.011343
sec        apic_76
loc            0.5
weight      0.0001
dtype: object",0.011342587737786,apic_76,0.0001,./grid_batch,grid_search_00097
98,"epsp      0.016938
sec        apic_77
loc            0.5
weight      0.0001
dtype: object",0.016937644591465,apic_77,0.0001,./grid_batch,grid_search_00098
99,"epsp      0.012684
sec        apic_78
loc            0.5
weight      0.0001
dtype: object",0.012683721202947001,apic_78,0.0001,./grid_batch,grid_search_00099
100,"epsp      0.006822
sec        apic_79
loc            0.5
weight      0.0001
dtype: object",0.006821782815833,apic_79,0.0001,./grid_batch,grid_search_00100
101,"epsp      0.080192
sec         apic_8
loc            0.5
weight      0.0001
dtype: object",0.080192170655209,apic_8,0.0001,./grid_batch,grid_search_00101
102,"epsp      0.009005
sec        apic_80
loc            0.5
weight      0.0001
dtype: object",0.009004773106269001,apic_80,0.0001,./grid_batch,grid_search_00102
103,"epsp      0.00754
sec       apic_81
loc           0.5
weight     0.0001
dtype: object",0.007539811095483,apic_81,0.0001,./grid_batch,grid_search_00103
104,"epsp      0.006435
sec        apic_82
loc            0.5
weight      0.0001
dtype: object",0.006435126753103,apic_82,0.0001,./grid_batch,grid_search_00104
105,"epsp      0.013754
sec        apic_83
loc            0.5
weight      0.0001
dtype: object",0.013753696190818001,apic_83,0.0001,./grid_batch,grid_search_00105
106,"epsp      0.010061
sec        apic_84
loc            0.5
weight      0.0001
dtype: object",0.010060775696672,apic_84,0.0001,./grid_batch,grid_search_00106
107,"epsp      0.009046
sec        apic_85
loc            0.5
weight      0.0001
dtype: object",0.009045601703476,apic_85,0.0001,./grid_batch,grid_search_00107
108,"epsp      0.006917
sec        apic_86
loc            0.5
weight      0.0001
dtype: object",0.00691685174192,apic_86,0.0001,./grid_batch,grid_search_00108
109,"epsp      0.005929
sec        apic_87
loc            0.5
weight      0.0001
dtype: object",0.005929275933596,apic_87,0.0001,./grid_batch,grid_search_00109
110,"epsp      0.00522
sec       apic_88
loc           0.5
weight     0.0001
dtype: object",0.00521969687729,apic_88,0.0001,./grid_batch,grid_search_00110
111,"epsp      0.005183
sec        apic_89
loc            0.5
weight      0.0001
dtype: object",0.005182535037448001,apic_89,0.0001,./grid_batch,grid_search_00111
112,"epsp      0.07696
sec        apic_9
loc           0.5
weight     0.0001
dtype: object",0.076960307898133,apic_9,0.0001,./grid_batch,grid_search_00112
113,"epsp      0.005193
sec        apic_90
loc            0.5
weight      0.0001
dtype: object",0.005192602302017,apic_90,0.0001,./grid_batch,grid_search_00113
114,"epsp      0.005162
sec        apic_91
loc            0.5
weight      0.0001
dtype: object",0.005162327915428,apic_91,0.0001,./grid_batch,grid_search_00114
115,"epsp      0.006596
sec        apic_92
loc            0.5
weight      0.0001
dtype: object",0.0065958032785990005,apic_92,0.0001,./grid_batch,grid_search_00115
116,"epsp      0.005065
sec        apic_93
loc            0.5
weight      0.0001
dtype: object",0.005065110378069,apic_93,0.0001,./grid_batch,grid_search_00116
117,"epsp      0.004961
sec        apic_94
loc            0.5
weight      0.0001
dtype: object",0.004961369396085,apic_94,0.0001,./grid_batch,grid_search_00117
118,"epsp      0.00781
sec       apic_95
loc           0.5
weight     0.0001
dtype: object",0.007809865676847,apic_95,0.0001,./grid_batch,grid_search_00118
119,"epsp      0.007235
sec        apic_96
loc            0.5
weight      0.0001
dtype: object",0.007234935963310001,apic_96,0.0001,./grid_batch,grid_search_00119
120,"epsp      0.007264
sec        apic_97
loc            0.5
weight      0.0001
dtype: object",0.00726435765226,apic_97,0.0001,./grid_batch,grid_search_00120
121,"epsp      0.016061
sec        apic_98
loc            0.5
weight      0.0001
dtype: object",0.016060849455641003,apic_98,0.0001,./grid_batch,grid_search_00121
122,"epsp      0.012998
sec        apic_99
loc            0.5
weight      0.0001
dtype: object",0.01299838219549,apic_99,0.0001,./grid_batch,grid_search_00122
123,"epsp      0.101835
sec         dend_0
loc            0.5
weight      0.0001
dtype: object",0.10183473995314701,dend_0,0.0001,./grid_batch,grid_search_00123
124,"epsp      0.100474
sec         dend_1
loc            0.5
weight      0.0001
dtype: object",0.10047402578489001,dend_1,0.0001,./grid_batch,grid_search_00124
125,"epsp      0.102427
sec        dend_10
loc            0.5
weight      0.0001
dtype: object",0.10242707294469201,dend_10,0.0001,./grid_batch,grid_search_00125
126,"epsp      0.098588
sec       dend_100
loc            0.5
weight      0.0001
dtype: object",0.09858775493266501,dend_100,0.0001,./grid_batch,grid_search_00126
127,"epsp      0.096658
sec       dend_101
loc            0.5
weight      0.0001
dtype: object",0.09665791489543,dend_101,0.0001,./grid_batch,grid_search_00127
128,"epsp      0.094643
sec       dend_102
loc            0.5
weight      0.0001
dtype: object",0.094642867583971,dend_102,0.0001,./grid_batch,grid_search_00128
129,"epsp      0.095978
sec       dend_103
loc            0.5
weight      0.0001
dtype: object",0.09597805876934701,dend_103,0.0001,./grid_batch,grid_search_00129
130,"epsp      0.097728
sec       dend_104
loc            0.5
weight      0.0001
dtype: object",0.09772844288393401,dend_104,0.0001,./grid_batch,grid_search_00130
131,"epsp       0.09073
sec       dend_105
loc            0.5
weight      0.0001
dtype: object",0.090729797726581,dend_105,0.0001,./grid_batch,grid_search_00131
132,"epsp      0.090341
sec       dend_106
loc            0.5
weight      0.0001
dtype: object",0.09034131955998201,dend_106,0.0001,./grid_batch,grid_search_00132
133,"epsp      0.089207
sec       dend_107
loc            0.5
weight      0.0001
dtype: object",0.08920683731642401,dend_107,0.0001,./grid_batch,grid_search_00133
134,"epsp      0.097522
sec       dend_108
loc            0.5
weight      0.0001
dtype: object",0.097522334803741,dend_108,0.0001,./grid_batch,grid_search_00134
135,"epsp      0.092366
sec       dend_109
loc            0.5
weight      0.0001
dtype: object",0.092366242666145,dend_109,0.0001,./grid_batch,grid_search_00135
136,"epsp       0.0999
sec       dend_11
loc           0.5
weight     0.0001
dtype: object",0.09990037403096601,dend_11,0.0001,./grid_batch,grid_search_00136
137,"epsp      0.096502
sec       dend_110
loc            0.5
weight      0.0001
dtype: object",0.09650247871176901,dend_110,0.0001,./grid_batch,grid_search_00137
138,"epsp      0.083594
sec       dend_111
loc            0.5
weight      0.0001
dtype: object",0.08359428769252,dend_111,0.0001,./grid_batch,grid_search_00138
139,"epsp      0.083673
sec       dend_112
loc            0.5
weight      0.0001
dtype: object",0.083673042853888,dend_112,0.0001,./grid_batch,grid_search_00139
140,"epsp      0.101497
sec        dend_12
loc            0.5
weight      0.0001
dtype: object",0.10149728908722001,dend_12,0.0001,./grid_batch,grid_search_00140
141,"epsp      0.100848
sec        dend_13
loc            0.5
weight      0.0001
dtype: object",0.10084761712984401,dend_13,0.0001,./grid_batch,grid_search_00141
142,"epsp      0.096764
sec        dend_14
loc            0.5
weight      0.0001
dtype: object",0.09676376592855701,dend_14,0.0001,./grid_batch,grid_search_00142
143,"epsp      0.099638
sec        dend_15
loc            0.5
weight      0.0001
dtype: object",0.09963804754760001,dend_15,0.0001,./grid_batch,grid_search_00143
144,"epsp      0.098837
sec        dend_16
loc            0.5
weight      0.0001
dtype: object",0.098837278127405,dend_16,0.0001,./grid_batch,grid_search_00144
145,"epsp      0.102324
sec        dend_17
loc            0.5
weight      0.0001
dtype: object",0.10232393515768401,dend_17,0.0001,./grid_batch,grid_search_00145
146,"epsp      0.098462
sec        dend_18
loc            0.5
weight      0.0001
dtype: object",0.098462265753781,dend_18,0.0001,./grid_batch,grid_search_00146
147,"epsp      0.096092
sec        dend_19
loc            0.5
weight      0.0001
dtype: object",0.09609162134242401,dend_19,0.0001,./grid_batch,grid_search_00147
148,"epsp      0.100256
sec         dend_2
loc            0.5
weight      0.0001
dtype: object",0.10025646492366001,dend_2,0.0001,./grid_batch,grid_search_00148
149,"epsp      0.095052
sec        dend_20
loc            0.5
weight      0.0001
dtype: object",0.09505163489528401,dend_20,0.0001,./grid_batch,grid_search_00149
150,"epsp      0.093717
sec        dend_21
loc            0.5
weight      0.0001
dtype: object",0.093717066695504,dend_21,0.0001,./grid_batch,grid_search_00150
151,"epsp      0.09378
sec       dend_22
loc           0.5
weight     0.0001
dtype: object",0.09378011028731201,dend_22,0.0001,./grid_batch,grid_search_00151
152,"epsp      0.095211
sec        dend_23
loc            0.5
weight      0.0001
dtype: object",0.095210549599698,dend_23,0.0001,./grid_batch,grid_search_00152
153,"epsp      0.094189
sec        dend_24
loc            0.5
weight      0.0001
dtype: object",0.09418923789039,dend_24,0.0001,./grid_batch,grid_search_00153
154,"epsp      0.093565
sec        dend_25
loc            0.5
weight      0.0001
dtype: object",0.093564633691741,dend_25,0.0001,./grid_batch,grid_search_00154
155,"epsp      0.09639
sec       dend_26
loc           0.5
weight     0.0001
dtype: object",0.09639024758007501,dend_26,0.0001,./grid_batch,grid_search_00155
156,"epsp      0.09462
sec       dend_27
loc           0.5
weight     0.0001
dtype: object",0.09462009182453801,dend_27,0.0001,./grid_batch,grid_search_00156
157,"epsp      0.09549
sec       dend_28
loc           0.5
weight     0.0001
dtype: object",0.09549046864280701,dend_28,0.0001,./grid_batch,grid_search_00157
158,"epsp      0.10059
sec       dend_29
loc           0.5
weight     0.0001
dtype: object",0.10058996519572301,dend_29,0.0001,./grid_batch,grid_search_00158
159,"epsp      0.103078
sec         dend_3
loc            0.5
weight      0.0001
dtype: object",0.10307844122802101,dend_3,0.0001,./grid_batch,grid_search_00159
160,"epsp      0.099056
sec        dend_30
loc            0.5
weight      0.0001
dtype: object",0.09905621603115801,dend_30,0.0001,./grid_batch,grid_search_00160
161,"epsp      0.096778
sec        dend_31
loc            0.5
weight      0.0001
dtype: object",0.096778232991283,dend_31,0.0001,./grid_batch,grid_search_00161
162,"epsp      0.097256
sec        dend_32
loc            0.5
weight      0.0001
dtype: object",0.097255563541025,dend_32,0.0001,./grid_batch,grid_search_00162
163,"epsp      0.091068
sec        dend_33
loc            0.5
weight      0.0001
dtype: object",0.091068148845309,dend_33,0.0001,./grid_batch,grid_search_00163
164,"epsp      0.089123
sec        dend_34
loc            0.5
weight      0.0001
dtype: object",0.08912342595550601,dend_34,0.0001,./grid_batch,grid_search_00164
165,"epsp      0.088662
sec        dend_35
loc            0.5
weight      0.0001
dtype: object",0.08866208092094001,dend_35,0.0001,./grid_batch,grid_search_00165
166,"epsp      0.087155
sec        dend_36
loc            0.5
weight      0.0001
dtype: object",0.0871549222758,dend_36,0.0001,./grid_batch,grid_search_00166
167,"epsp      0.086609
sec        dend_37
loc            0.5
weight      0.0001
dtype: object",0.08660855253489701,dend_37,0.0001,./grid_batch,grid_search_00167
168,"epsp      0.088551
sec        dend_38
loc            0.5
weight      0.0001
dtype: object",0.08855081235850501,dend_38,0.0001,./grid_batch,grid_search_00168
169,"epsp      0.087184
sec        dend_39
loc            0.5
weight      0.0001
dtype: object",0.087183780476919,dend_39,0.0001,./grid_batch,grid_search_00169
170,"epsp      0.102561
sec         dend_4
loc            0.5
weight      0.0001
dtype: object",0.10256105012902501,dend_4,0.0001,./grid_batch,grid_search_00170
171,"epsp      0.086345
sec        dend_40
loc            0.5
weight      0.0001
dtype: object",0.08634467010487801,dend_40,0.0001,./grid_batch,grid_search_00171
172,"epsp      0.084102
sec        dend_41
loc            0.5
weight      0.0001
dtype: object",0.08410176827490501,dend_41,0.0001,./grid_batch,grid_search_00172
173,"epsp      0.086022
sec        dend_42
loc            0.5
weight      0.0001
dtype: object",0.08602154161837901,dend_42,0.0001,./grid_batch,grid_search_00173
174,"epsp      0.084517
sec        dend_43
loc            0.5
weight      0.0001
dtype: object",0.08451719707352301,dend_43,0.0001,./grid_batch,grid_search_00174
175,"epsp      0.085034
sec        dend_44
loc            0.5
weight      0.0001
dtype: object",0.08503442762584201,dend_44,0.0001,./grid_batch,grid_search_00175
176,"epsp      0.085257
sec        dend_45
loc            0.5
weight      0.0001
dtype: object",0.08525681759475301,dend_45,0.0001,./grid_batch,grid_search_00176
177,"epsp      0.087559
sec        dend_46
loc            0.5
weight      0.0001
dtype: object",0.087558649731533,dend_46,0.0001,./grid_batch,grid_search_00177
178,"epsp      0.085652
sec        dend_47
loc            0.5
weight      0.0001
dtype: object",0.08565192920571,dend_47,0.0001,./grid_batch,grid_search_00178
179,"epsp      0.086646
sec        dend_48
loc            0.5
weight      0.0001
dtype: object",0.086645744827251,dend_48,0.0001,./grid_batch,grid_search_00179
180,"epsp      0.084811
sec        dend_49
loc            0.5
weight      0.0001
dtype: object",0.08481066774685,dend_49,0.0001,./grid_batch,grid_search_00180
181,"epsp      0.072669
sec         dend_5
loc            0.5
weight      0.0001
dtype: object",0.072668820219405,dend_5,0.0001,./grid_batch,grid_search_00181
182,"epsp      0.08502
sec       dend_50
loc           0.5
weight     0.0001
dtype: object",0.08501955690057601,dend_50,0.0001,./grid_batch,grid_search_00182
183,"epsp      0.089203
sec        dend_51
loc            0.5
weight      0.0001
dtype: object",0.089202665766364,dend_51,0.0001,./grid_batch,grid_search_00183
184,"epsp      0.08864
sec       dend_52
loc           0.5
weight     0.0001
dtype: object",0.088639679677356,dend_52,0.0001,./grid_batch,grid_search_00184
185,"epsp      0.086336
sec        dend_53
loc            0.5
weight      0.0001
dtype: object",0.086335717473332,dend_53,0.0001,./grid_batch,grid_search_00185
186,"epsp      0.087015
sec        dend_54
loc            0.5
weight      0.0001
dtype: object",0.08701534324967401,dend_54,0.0001,./grid_batch,grid_search_00186
